popn	len	wt
81	159	34
81	153	29
81	185	51
81	172	42
81	156	32
81	154	32
81	183	58
81	273	172
81	274	162
81	290	210
81	260	115
81	192	55
81	189	52
81	180	41
81	163	32
81	218	78
81	160	32
81	185	58
81	171	38
81	162	40
81	157	32
81	161	31
81	213	74
81	150	22
81	152	26
81	197	60
81	154	28
81	170	35
81	354	380
81	459	795
81	450	672
81	235	90
82	711	4654
82	489	1589
82	654	3632
82	578	2157
82	387	568
82	318	227
82	349	454
82	445	795
82	337	341
82	495	1362
82	381	681
82	508	1362
82	368	454
82	406	681
82	438	908
82	451	1249
82	381	454
82	375	454
82	375	454
82	495	1022
82	394	454
82	445	1022
82	305	341
82	457	908
82	343	341
82	483	1135
82	330	341
82	445	795
82	362	341
82	457	795
82	330	341
82	584	1930
82	330	341
82	394	681
82	311	341
82	457	681
82	343	341
82	432	681
82	324	341
82	572	1930
82	343	341
82	400	568
82	730	4540
82	610	2043
82	318	341
82	362	568
82	318	341
82	660	2951
82	324	341
82	362	454
82	343	341
82	394	454
82	343	341
82	368	454
82	349	341
82	394	454
82	368	341
82	400	454
82	324	341
82	406	454
82	343	341
82	394	454
82	349	341
82	375	454
82	368	341
82	381	454
82	368	341
82	394	454
82	368	341
82	368	454
82	324	341
82	470	1022
82	311	341
82	470	908
82	368	341
82	514	1362
82	337	341
82	413	681
82	318	227
82	413	681
82	324	227
82	406	568
82	311	227
82	406	568
82	330	227
82	362	454
82	375	227
82	368	454
82	330	227
82	381	454
82	305	227
82	394	454
82	318	227
82	362	454
82	305	227
82	375	454
82	343	227
82	489	1022
82	311	227
82	400	772
82	318	227
82	457	681
82	318	227
82	635	2497
82	330	227
82	356	454
82	305	227
82	768	6243
82	330	227
82	476	1135
82	318	227
82	381	681
82	762	5675
82	394	454
82	343	227
82	406	454
82	292	114
82	368	568
82	419	908
82	381	454
82	311	114
82	298	54
83	209	90
83	222	136
83	304	272
83	305	276
83	315	317
83	316	290
83	329	340
83	332	385
83	339	272
83	340	331
83	342	362
83	342	403
83	342	408
83	351	408
83	353	317
83	354	317
83	355	498
83	355	453
83	357	498
83	357	358
83	358	544
83	358	476
83	361	544
83	363	453
83	368	544
83	369	453
83	370	589
83	372	544
83	376	408
83	379	544
83	380	771
83	381	589
83	382	544
83	382	589
83	383	589
83	400	544
83	403	453
83	409	725
83	415	589
83	422	680
83	590	1905
83	189	60
83	254	127
83	280	200
83	337	390
83	369	373
83	369	448
83	371	445
83	372	500
83	375	441
83	378	476
83	379	482
83	381	489
83	382	435
83	382	494
83	386	630
83	386	530
83	391	600
83	394	610
83	396	615
83	400	522
83	401	570
83	404	710
83	405	680
83	408	610
83	410	750
83	412	670
83	412	720
83	416	710
83	416	640
83	416	650
83	417	690
83	422	780
83	423	820
83	423	910
83	433	880
83	435	840
83	441	920
83	444	950
83	444	980
83	444	940
83	445	850
83	445	1000
83	447	880
83	457	1060
83	462	1180
83	464	860
83	480	1210
83	485	1210
83	513	1460
84	191	54
84	229	91
84	239	123
84	244	118
84	251	132
84	257	136
84	257	132
84	259	132
84	262	150
84	267	154
84	267	154
84	269	163
84	272	150
84	274	168
84	277	136
84	277	173
84	277	168
84	279	168
84	279	191
84	287	195
84	287	191
84	290	191
84	295	218
84	297	227
84	297	227
84	300	227
84	300	227
84	300	218
84	302	245
84	305	259
84	305	218
84	305	245
84	307	254
84	307	232
84	312	272
84	312	286
84	312	250
84	315	277
84	315	250
84	320	300
84	323	281
84	323	281
84	340	318
84	343	354
84	343	381
84	345	377
84	345	345
84	345	381
84	348	345
84	353	377
84	353	418
84	353	427
84	353	381
84	356	395
84	356	409
84	356	413
84	358	386
84	361	449
84	361	381
84	361	431
84	361	418
84	363	422
84	366	472
84	368	422
84	368	386
84	368	454
84	371	400
84	373	454
84	373	499
84	373	463
84	376	508
84	376	513
84	376	468
84	378	477
84	378	495
84	381	545
84	381	508
84	381	522
84	384	545
84	384	499
84	386	504
84	389	540
84	389	527
84	391	518
84	396	554
84	404	581
84	406	649
84	409	617
84	417	613
84	417	649
84	419	686
84	422	713
84	437	776
84	447	935
84	462	917
84	467	1121
84	475	1049
84	521	1444
84	521	1285
84	551	1825
84	572	1979
84	592	2179
84	150	23
84	152	27
84	160	36
84	165	36
84	165	36
84	168	36
84	168	36
84	168	36
84	168	36
84	170	45
84	170	41
84	170	41
84	170	41
84	173	36
84	175	41
84	175	41
84	175	45
84	178	45
84	178	45
84	178	45
84	178	50
84	180	54
84	183	54
84	183	50
84	183	50
84	185	50
84	185	59
84	185	68
84	188	54
84	188	54
84	188	59
84	191	59
84	191	59
84	191	64
84	191	50
84	193	59
84	196	50
84	196	64
84	196	64
84	196	64
84	201	64
84	201	77
84	203	64
84	206	73
84	206	77
84	206	77
84	208	77
84	213	82
84	213	77
84	216	86
84	216	95
84	218	91
84	218	95
84	218	91
84	221	91
84	224	95
84	224	100
84	224	104
84	226	104
84	226	104
84	226	91
84	229	114
84	239	123
84	239	123
84	239	123
84	246	132
84	249	136
84	297	218
84	325	309
84	335	322
84	343	336
84	345	372
84	353	400
84	356	418
84	358	386
84	358	395
84	361	377
84	363	468
84	363	459
84	366	427
84	366	440
84	366	449
84	366	445
84	368	440
84	368	436
84	378	495
84	378	449
84	381	449
84	381	495
84	381	504
84	384	490
84	386	504
84	386	490
84	391	486
84	396	577
84	399	586
84	404	617
84	406	599
84	409	649
84	409	604
84	414	586
84	417	617
84	417	640
84	422	726
84	427	726
84	439	808
84	450	831
84	450	804
84	452	876
84	470	990
84	478	967
84	485	981
84	498	1235
84	503	1398
84	521	1394
84	538	1598
84	549	1562
84	554	1739
84	559	1603
84	579	2052
84	584	2088
84	599	2088
85	211	73
85	213	68
85	213	77
85	216	73
85	216	77
85	221	86
85	221	86
85	224	100
85	229	86
85	229	86
85	231	100
85	231	95
85	231	95
85	234	95
85	234	91
85	234	100
85	234	104
85	236	95
85	236	100
85	236	95
85	236	100
85	239	100
85	239	109
85	239	109
85	241	100
85	241	109
85	241	104
85	241	109
85	244	114
85	244	127
85	244	109
85	244	114
85	246	109
85	246	114
85	246	114
85	246	118
85	249	118
85	249	132
85	249	127
85	249	118
85	251	127
85	251	145
85	251	118
85	254	123
85	254	136
85	254	132
85	254	141
85	257	123
85	257	127
85	259	145
85	259	127
85	259	141
85	262	141
85	262	141
85	262	159
85	262	154
85	264	132
85	264	154
85	264	145
85	264	141
85	267	145
85	267	136
85	267	132
85	267	159
85	269	154
85	269	159
85	272	159
85	272	150
85	272	154
85	274	150
85	274	154
85	277	159
85	277	173
85	277	177
85	279	177
85	279	195
85	279	173
85	279	154
85	282	173
85	282	154
85	282	168
85	282	163
85	284	182
85	284	182
85	287	195
85	290	200
85	290	191
85	290	195
85	292	195
85	292	191
85	292	213
85	292	200
85	297	200
85	297	227
85	300	236
85	302	241
85	302	227
85	305	222
85	305	222
85	315	250
85	315	286
85	323	272
85	335	336
85	351	345
85	361	390
85	368	468
85	371	449
85	384	540
85	396	572
85	417	586
86	686	3746
86	660	3632
86	660	3632
86	660	3292
86	660	3178
86	660	3178
86	635	2951
86	635	2951
86	610	2838
86	635	2838
86	635	2838
86	610	2724
86	610	2724
86	584	2724
86	610	2724
86	635	2724
86	635	2724
86	635	2724
86	610	2724
86	635	2724
86	584	2611
86	610	2611
86	584	2611
86	610	2611
86	610	2497
86	610	2497
86	610	2497
86	597	2497
86	610	2497
86	584	2497
86	610	2497
86	610	2497
86	610	2497
86	610	2497
86	635	2497
86	584	2497
86	622	2497
86	584	2497
86	584	2497
86	584	2497
86	610	2384
86	610	2384
86	610	2384
86	610	2384
86	610	2384
86	597	2384
86	610	2384
86	584	2384
86	584	2384
86	610	2384
86	610	2384
86	610	2384
86	635	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	610	2270
86	610	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	584	2270
86	597	2270
86	610	2270
86	584	2270
86	559	2157
86	572	2157
86	610	2157
86	584	2157
86	622	2157
86	584	2157
86	559	2157
86	610	2157
86	584	2157
86	559	2157
86	584	2043
86	584	2043
86	584	2043
86	572	2043
86	559	2043
86	584	2043
86	559	2043
86	584	2043
86	584	2043
86	584	2043
86	559	2043
86	559	2043
86	559	2043
86	559	2043
86	559	2043
86	559	2043
86	584	2043
86	559	2043
86	584	2043
86	584	2043
86	559	2043
86	533	2043
86	559	2043
86	559	2043
86	559	2043
86	559	2043
86	584	2043
86	546	2043
86	559	2043
86	559	2043
86	584	2043
86	584	2043
86	559	1930
86	584	1930
86	559	1930
86	584	1930
86	533	1930
86	584	1930
86	559	1930
86	584	1930
86	559	1930
86	559	1930
86	533	1930
86	584	1930
86	508	1930
86	559	1930
86	559	1930
86	559	1930
86	559	1930
86	584	1930
86	559	1930
86	546	1930
86	559	1930
86	559	1816
86	559	1816
86	533	1816
86	572	1816
86	559	1816
86	559	1816
86	559	1816
86	559	1816
86	508	1816
86	533	1816
86	584	1816
86	559	1816
86	584	1816
86	533	1816
86	559	1816
86	533	1816
86	584	1816
86	533	1816
86	559	1703
86	533	1703
86	533	1703
86	533	1703
86	533	1703
86	508	1703
86	533	1703
86	559	1703
86	533	1703
86	508	1703
86	559	1703
86	533	1703
86	533	1703
86	533	1703
86	533	1703
86	533	1703
86	533	1703
86	533	1589
86	508	1589
86	533	1589
86	508	1589
86	533	1589
86	508	1589
86	508	1589
86	533	1589
86	533	1589
86	508	1589
86	559	1589
86	483	1589
86	533	1589
86	508	1589
86	508	1589
86	508	1589
86	533	1589
86	508	1589
86	533	1589
86	533	1589
86	508	1476
86	533	1476
86	533	1476
86	508	1476
86	559	1476
86	533	1476
86	508	1476
86	533	1476
86	508	1476
86	508	1476
86	483	1476
86	508	1476
86	508	1476
86	508	1476
86	533	1476
86	495	1476
86	508	1476
86	483	1476
86	508	1476
86	533	1476
86	508	1362
86	508	1362
86	483	1362
86	533	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	483	1362
86	483	1362
86	483	1362
86	483	1362
86	508	1362
86	483	1362
86	508	1362
86	483	1362
86	483	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	483	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	483	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	533	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	508	1362
86	533	1362
86	533	1362
86	495	1362
86	483	1362
86	508	1362
86	495	1362
86	508	1362
86	508	1362
86	508	1249
86	508	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	508	1249
86	483	1249
86	457	1249
86	457	1249
86	470	1249
86	508	1249
86	483	1249
86	483	1249
86	483	1249
86	508	1249
86	483	1249
86	508	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	508	1249
86	483	1249
86	483	1249
86	508	1249
86	508	1249
86	470	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1249
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	457	1135
86	495	1135
86	483	1135
86	457	1135
86	483	1135
86	483	1135
86	483	1135
86	457	1135
86	483	1135
86	457	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	457	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	457	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	483	1135
86	521	1135
86	457	1135
86	457	1022
86	457	1022
86	432	1022
86	457	1022
86	483	1022
86	483	1022
86	457	1022
86	483	1022
86	457	1022
86	483	1022
86	457	1022
86	432	1022
86	432	1022
86	457	1022
86	457	1022
86	483	1022
86	457	1022
86	457	1022
86	483	908
86	432	908
86	457	908
86	432	908
86	432	908
86	457	908
86	432	908
86	432	908
86	432	908
86	406	908
86	432	908
86	432	908
86	432	908
86	432	908
86	457	908
86	508	908
86	432	908
86	457	908
86	457	908
86	381	795
86	381	795
86	406	795
86	432	795
86	406	795
86	432	795
86	406	795
86	432	795
86	432	795
86	432	795
86	406	795
86	406	795
86	406	795
86	406	795
86	406	795
86	406	795
86	432	795
86	406	795
86	432	795
86	406	795
86	406	795
86	432	795
86	406	795
86	432	795
86	432	795
86	406	795
86	406	795
86	432	795
86	406	795
86	432	795
86	406	795
86	381	795
86	432	795
86	432	681
86	406	681
86	432	681
86	406	681
86	406	681
86	381	681
86	406	681
86	381	681
86	406	681
86	406	681
86	381	681
86	406	681
86	406	681
86	381	681
86	381	681
86	406	681
86	432	681
86	406	681
86	406	681
86	432	681
86	406	681
86	419	681
86	406	681
86	381	681
86	406	681
86	432	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	457	681
86	381	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	381	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	381	681
86	406	681
86	406	681
86	406	681
86	406	681
86	381	681
86	381	681
86	406	681
86	406	681
86	406	681
86	394	681
86	406	681
86	406	681
86	406	681
86	419	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	406	681
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	381	568
86	381	568
86	381	568
86	406	568
86	381	568
86	356	568
86	381	568
86	356	568
86	330	568
86	406	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	406	568
86	381	568
86	406	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	381	568
86	381	568
86	381	568
86	406	568
86	406	568
86	381	568
86	419	568
86	356	568
86	381	568
86	381	568
86	406	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	381	568
86	394	568
86	406	568
86	356	568
86	356	568
86	381	568
86	381	568
86	356	568
86	381	568
86	381	568
86	381	568
86	406	568
86	406	568
86	381	568
86	381	568
86	381	568
86	394	568
86	406	568
86	406	568
86	381	568
86	406	568
86	406	568
86	381	568
86	406	568
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	406	568
86	356	568
86	381	568
86	381	568
86	356	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	381	568
86	406	568
86	381	568
86	381	568
86	406	568
86	406	568
86	406	568
86	406	568
86	406	568
86	381	568
86	406	568
86	381	568
86	406	568
86	381	568
86	381	568
86	406	568
86	406	568
86	381	568
86	406	568
86	381	568
86	356	568
86	381	568
86	406	568
86	406	568
86	381	568
86	406	568
86	406	568
86	356	454
86	330	454
86	356	454
86	356	454
86	381	454
86	381	454
86	381	454
86	381	454
86	406	454
86	356	454
86	356	454
86	356	454
86	356	454
86	381	454
86	381	454
86	394	454
86	356	454
86	381	454
86	381	454
86	406	454
86	330	454
86	356	454
86	381	454
86	381	454
86	330	454
86	356	454
86	356	454
86	356	454
86	406	454
86	356	454
86	356	454
86	356	454
86	356	454
86	381	454
86	356	454
86	381	454
86	381	454
86	356	454
86	381	454
86	368	454
86	381	454
86	381	454
86	330	454
86	381	454
86	381	454
86	343	454
86	356	454
86	356	454
86	356	454
86	406	454
86	330	454
86	381	454
86	381	454
86	356	454
86	356	454
86	381	454
86	381	454
86	381	454
86	356	454
86	356	454
86	381	454
86	343	454
86	356	454
86	368	454
86	381	454
86	381	454
86	356	454
86	356	454
86	381	454
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	356	341
86	305	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	356	341
86	356	341
86	305	341
86	305	341
86	305	341
86	330	341
86	330	341
86	330	341
86	305	341
86	305	341
86	330	341
86	330	341
86	330	341
86	305	341
86	330	341
86	330	341
86	356	341
86	330	341
86	330	341
86	330	341
86	254	341
86	305	341
86	305	341
86	305	341
86	279	341
86	330	341
86	330	341
86	318	341
86	305	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	356	341
86	330	341
86	305	341
86	318	341
86	305	341
86	292	341
86	305	341
86	330	341
86	356	341
86	330	341
86	330	341
86	330	341
86	330	341
86	330	341
86	305	227
86	279	227
86	305	227
86	305	227
86	356	227
86	305	227
86	330	227
86	305	227
86	330	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	318	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	356	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	356	227
86	330	227
86	305	227
86	330	227
86	356	227
86	305	227
86	356	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	356	227
86	330	227
86	330	227
86	356	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
86	305	227
86	330	227
86	330	227
86	356	227
86	305	227
86	305	227
86	330	227
86	305	227
86	330	227
86	305	227
86	330	227
86	330	227
86	330	227
86	305	227
86	305	227
86	305	227
86	305	227
86	305	227
86	330	227
86	305	227
87	598	2000
87	530	1540
87	539	1370
87	513	1200
87	493	1120
87	478	1010
87	464	880
87	445	810
87	425	710
87	399	770
87	483	1000
87	425	660
87	392	530
87	414	670
87	402	640
87	505	1250
87	455	790
87	451	910
88	178	45
88	191	50
88	193	50
88	196	59
88	196	64
88	198	64
88	198	68
88	203	68
88	203	64
88	206	73
88	206	68
88	208	64
88	208	77
88	208	73
88	213	77
88	213	73
88	216	82
88	216	77
88	216	77
88	216	86
88	216	86
88	218	77
88	221	77
88	221	100
88	226	91
88	229	104
88	229	104
88	231	100
88	234	91
88	234	104
88	236	104
88	236	114
88	239	100
88	241	114
88	244	114
88	244	114
88	244	114
88	246	114
88	246	123
88	249	118
88	249	123
88	249	100
88	249	127
88	254	118
88	257	136
88	315	250
88	333	259
88	333	304
88	338	372
88	338	213
88	343	327
88	348	409
88	351	536
88	358	427
88	363	377
88	371	445
88	391	477
88	396	454
88	406	499
88	406	499
88	409	522
88	411	590
88	414	599
88	417	545
88	427	599
88	439	686
88	183	36
88	183	36
88	188	45
88	188	41
88	188	45
88	191	45
88	196	45
88	196	50
88	198	50
88	198	54
88	203	64
88	203	64
88	206	54
88	208	59
88	211	64
88	218	82
88	218	54
88	221	64
88	234	82
88	236	114
88	455	840
88	490	1090
88	201	64
88	203	64
88	206	45
88	208	64
88	211	68
88	213	77
88	216	82
88	216	77
88	218	77
88	218	77
88	218	68
88	218	68
88	221	77
88	221	86
88	224	82
88	224	77
88	226	100
88	229	86
88	229	95
88	234	100
88	234	100
88	234	100
88	234	100
88	236	95
88	236	95
88	239	100
88	244	100
88	244	109
88	244	114
88	246	118
88	249	118
88	312	222
88	318	222
88	320	241
88	328	281
88	333	254
88	333	277
88	338	286
88	340	245
88	351	309
88	351	322
88	363	377
88	467	881
88	541	1339
88	566	1703
88	602	2179
88	259	123
88	338	313
88	345	345
88	361	341
88	366	409
88	366	422
88	368	454
88	368	377
88	368	436
88	371	413
88	381	413
88	384	445
88	384	490
88	384	490
88	384	472
88	389	440
88	396	508
88	401	563
88	470	890
88	480	953
88	485	967
88	485	1121
88	488	1135
88	490	1049
88	490	1058
88	493	1180
88	493	1044
88	511	1344
88	511	1212
88	521	1199
88	561	1598
88	574	1970
88	582	1861
88	599	1930
88	157	27
88	168	36
88	168	27
88	175	41
88	178	54
88	180	41
88	185	41
88	188	27
88	191	54
88	191	54
88	191	45
88	193	54
88	193	54
88	196	64
88	196	54
88	196	59
88	198	68
88	198	64
88	198	59
88	201	64
88	201	64
88	201	59
88	201	64
88	203	64
88	203	64
88	203	64
88	203	73
88	203	64
88	206	68
88	206	64
88	208	77
88	208	68
88	208	68
88	208	73
88	208	64
88	208	64
88	208	64
88	208	77
88	211	73
88	211	68
88	211	77
88	211	73
88	211	68
88	211	68
88	213	73
88	213	73
88	213	82
88	213	77
88	213	73
88	216	73
88	216	77
88	216	77
88	216	59
88	216	68
88	216	77
88	218	68
88	218	86
88	218	54
88	218	86
88	218	82
88	218	68
88	218	82
88	221	68
88	221	82
88	221	77
88	224	95
88	226	86
88	226	100
88	226	91
88	226	91
88	229	91
88	229	91
88	229	95
88	234	100
88	236	100
88	239	132
88	325	286
88	335	291
88	345	291
88	345	291
88	356	363
88	358	395
88	358	350
88	361	368
88	373	413
88	594	1898
88	612	2157
89	257	150
89	284	200
89	399	608
89	406	663
89	406	658
89	409	717
89	411	749
89	414	708
89	419	681
89	419	735
89	422	722
89	422	772
89	424	672
89	432	763
89	434	785
89	445	813
89	445	817
89	447	822
89	447	785
89	447	754
89	455	808
89	460	831
89	460	908
89	465	817
89	472	1262
89	503	1203
90	246	123
90	282	191
90	282	177
90	284	204
90	284	173
90	287	263
90	290	204
90	292	236
90	302	245
90	302	236
90	310	250
90	310	218
90	312	236
90	315	263
90	323	300
90	325	268
90	335	295
90	335	327
90	338	327
90	348	331
90	351	327
90	356	409
90	363	386
90	371	395
90	417	713
90	427	658
90	427	613
90	434	695
90	437	740
90	439	758
90	447	776
90	452	849
90	457	808
90	457	908
90	460	885
90	472	831
90	475	985
90	475	917
90	483	1008
90	485	858
90	485	999
90	488	1035
90	490	1058
90	495	990
90	500	844
90	505	1081
90	511	1149
90	513	999
90	516	1230
90	521	1103
90	528	1171
91	446	843
91	456	962
91	422	605
91	428	682
91	453	823
91	540	1440
91	400	491
91	395	540
91	371	500
91	431	742
91	448	863
91	426	722
91	428	720
91	409	664
91	376	495
91	438	820
91	394	525
91	419	705
91	413	620
91	387	527
91	405	622
91	413	722
91	372	480
91	430	696
91	429	765
91	438	828
91	429	742
91	425	723
91	401	600
91	398	603
91	391	502
91	408	652
91	551	1720
91	437	763
91	492	1105
91	384	503
91	418	708
91	410	643
91	381	500
91	405	640
91	456	884
91	364	418
91	373	423
91	378	484
91	373	495
91	369	418
91	428	745
91	460	1020
91	469	960
91	421	704
91	458	883
91	418	700
91	374	463
91	439	862
91	394	523
91	426	722
91	409	642
91	408	463
91	409	640
91	377	521
91	421	666
91	402	568
91	453	878
91	437	800
91	405	648
91	402	590
91	389	543
91	514	1300
91	387	520
91	439	710
91	418	680
91	397	528
91	398	560
91	394	550
91	406	566
91	420	723
91	386	563
91	420	682
91	371	451
91	530	1265
91	479	1000
91	459	950
91	428	725
91	459	893
91	369	435
91	446	800
91	374	440
91	495	1206
91	439	770
91	374	460
91	375	420
91	381	500
91	460	865
91	395	540
91	457	680
91	412	590
91	384	520
91	402	600
91	406	610
91	498	1104
91	438	744
91	401	568
91	406	597
91	375	501
91	417	640
91	353	353
91	397	543
91	534	1125
91	428	700
91	461	908
91	422	700
91	416	700
91	375	479
91	498	1263
91	461	910
91	454	795
91	424	693
91	367	439
91	329	315
91	383	463
91	448	900
91	438	800
91	390	542
91	406	564
91	378	470
91	390	540
91	502	1229
91	502	1200
91	452	815
91	441	800
91	350	363
91	435	706
91	406	560
91	399	536
91	500	1000
91	501	1015
91	495	1060
91	364	408
91	403	520
91	373	494
91	517	1225
91	545	1615
91	431	720
91	417	620
91	391	650
91	410	549
91	393	560
91	367	439
91	537	1439
91	516	1282
91	519	1326
91	465	910
91	415	682
91	559	1600
91	461	884
91	419	670
91	486	900
91	383	474
91	394	560
91	511	1410
91	488	1150
91	582	1760
91	465	940
91	424	782
91	442	880
91	547	1350
91	498	1165
91	493	1050
91	499	1150
91	435	740
91	451	840
91	437	750
91	483	960
91	490	1108
91	435	780
91	367	440
91	509	1125
91	417	680
91	486	905
91	433	750
91	407	630
91	498	1050
91	603	2250
91	488	942
91	500	1125
91	479	940
91	486	1154
91	464	925
91	349	382
91	626	2350
91	493	1050
91	504	1025
91	461	910
91	400	532
91	505	1225
91	525	1275
91	457	851
92	259	118
92	264	123
92	287	163
92	290	168
92	290	159
92	292	154
92	297	182
92	300	173
92	300	173
92	302	195
92	307	213
92	312	245
92	315	254
92	315	209
92	323	254
92	338	281
92	340	304
92	340	322
92	259	123
92	269	145
92	272	154
92	272	150
92	274	159
92	277	141
92	279	150
92	279	173
92	282	163
92	282	182
92	284	159
92	284	168
92	284	163
92	284	168
92	287	163
92	287	159
92	287	168
92	287	177
92	287	168
92	290	186
92	295	182
92	295	200
92	297	204
92	297	191
92	307	213
92	310	213
92	371	345
92	432	717
92	447	745
92	472	1026
93	315	280
93	344	340
93	369	460
93	358	420
93	310	260
93	386	500
93	350	420
93	366	460
93	358	420
93	400	560
93	378	480
93	382	500
93	300	260
93	297	200
93	359	420
93	333	300
93	348	340
93	336	320
93	310	240
93	334	360
93	335	300
93	315	240
93	355	360
93	358	380
93	352	340
93	360	400
93	363	420
93	401	560
93	384	520
93	341	360
93	339	320
93	353	380
93	329	320
93	319	300
93	324	280
93	310	360
93	357	400
93	336	320
93	337	320
93	344	360
93	339	320
93	348	360
93	360	400
93	347	320
93	333	320
93	348	320
93	305	240
93	353	340
93	387	480
93	292	180
93	363	400
93	401	560
93	350	400
93	341	360
93	363	440
93	295	220
93	350	340
93	345	360
93	315	280
93	347	340
93	318	280
93	371	380
93	302	240
93	299	240
93	319	300
93	323	260
93	300	260
93	334	300
93	327	280
93	416	580
93	335	320
93	329	320
93	339	360
93	337	320
93	356	420
93	369	420
93	392	520
93	348	320
93	357	380
93	354	400
93	367	400
93	310	220
93	365	420
93	363	420
93	365	440
93	358	440
93	302	240
93	312	280
93	364	440
93	346	360
93	327	320
93	389	560
93	322	300
93	377	480
93	360	420
93	363	400
93	371	460
93	358	420
93	339	340
93	382	480
93	392	540
93	385	480
93	405	580
93	398	480
93	365	420
93	374	440
93	337	300
93	319	280
93	315	260
93	342	340
93	401	560
93	340	340
93	329	320
93	348	360
93	292	200
93	331	320
93	345	360
93	350	400
93	353	380
93	367	420
93	346	360
93	344	320
93	314	260
93	326	280
93	346	360
93	392	540
93	354	360
93	367	420
93	339	340
93	310	280
93	371	420
93	295	240
93	378	460
93	429	600
93	334	300
93	333	300
93	334	300
93	327	280
93	426	680
93	310	260
93	358	360
93	342	320
93	346	360
93	305	260
93	335	300
93	295	240
93	326	260
93	386	540
93	377	520
93	360	440
93	326	300
93	327	300
93	345	360
93	315	280
93	357	380
93	344	320
93	337	340
93	336	340
93	342	340
93	374	460
93	417	540
93	363	440
93	329	300
93	331	340
93	345	380
93	333	300
93	332	300
93	297	260
93	328	320
93	297	260
93	295	220
93	300	260
93	374	560
93	387	520
93	399	580
93	394	520
93	352	420
93	411	580
93	366	500
93	387	560
93	351	380
93	358	460
93	355	400
93	371	540
93	376	500
93	406	600
93	403	580
93	380	560
93	367	480
93	408	600
93	377	520
93	465	660
93	386	560
93	346	400
93	382	520
93	371	480
93	389	520
93	420	660
93	406	560
93	367	500
93	387	540
93	402	560
93	371	460
93	366	440
93	360	460
93	377	520
93	408	600
93	386	500
93	402	560
93	392	580
93	378	500
93	403	600
93	365	480
93	386	520
93	369	440
93	390	600
93	384	520
93	367	460
93	385	520
93	371	460
93	351	400
93	382	500
93	380	480
93	368	480
93	367	460
93	411	600
93	384	540
93	360	440
93	360	440
93	384	520
93	366	500
93	374	520
93	392	580
93	376	540
93	373	520
93	346	420
